label,cluster_no
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
mango,0
grapes,6
grapes,6
grapes,6
grapes,6
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,6
grapes,6
grapes,2
grapes,6
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,6
grapes,6
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,6
grapes,6
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,6
grapes,6
grapes,6
grapes,2
grapes,2
grapes,2
grapes,6
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,6
grapes,2
grapes,6
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,6
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,2
grapes,6
grapes,6
grapes,6
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,7
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,7
orange,7
orange,3
orange,3
orange,3
orange,7
orange,3
orange,7
orange,3
orange,3
orange,3
orange,7
orange,7
orange,7
orange,3
orange,3
orange,3
orange,3
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,5
papaya,5
papaya,7
papaya,7
papaya,0
papaya,5
papaya,0
papaya,7
papaya,7
papaya,7
papaya,7
papaya,5
papaya,7
papaya,0
papaya,7
papaya,7
papaya,5
papaya,7
papaya,5
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,0
papaya,7
papaya,0
papaya,3
papaya,7
papaya,7
papaya,7
papaya,7
papaya,5
papaya,5
papaya,5
papaya,7
papaya,7
papaya,7
papaya,7
papaya,0
papaya,7
papaya,7
papaya,0
papaya,7
papaya,5
papaya,7
papaya,3
papaya,7
papaya,1
papaya,0
papaya,7
papaya,7
papaya,5
papaya,3
papaya,7
papaya,5
papaya,1
papaya,1
papaya,7
papaya,7
papaya,0
papaya,1
papaya,7
papaya,1
papaya,7
papaya,5
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,1
papaya,7
papaya,0
papaya,5
papaya,5
papaya,7
papaya,7
papaya,7
papaya,7
papaya,0
papaya,1
papaya,3
papaya,7
papaya,7
papaya,5
papaya,1
papaya,7
papaya,7
papaya,7
papaya,7
papaya,5
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,1
coffee,1
coffee,1
coffee,5
coffee,1
coffee,5
coffee,1
coffee,1
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,1
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
